heya,部屋,宮本百合子,横浜,2
heya,部屋,宮本百合子,日本,2
heya,部屋,宮本百合子,神田,1
heya,部屋,宮本百合子,伊太利,1
heya,部屋,宮本百合子,甲賀,1
heya,部屋,宮本百合子,瀬戸,1
yufuin_ko,由布院行,中谷宇吉郎,由布院,8
yufuin_ko,由布院行,中谷宇吉郎,別府,7
yufuin_ko,由布院行,中谷宇吉郎,由布,7
yufuin_ko,由布院行,中谷宇吉郎,九州,5
yufuin_ko,由布院行,中谷宇吉郎,東京,5
yufuin_ko,由布院行,中谷宇吉郎,金鱗,5
yufuin_ko,由布院行,中谷宇吉郎,瀬戸,2
yufuin_ko,由布院行,中谷宇吉郎,大分,2
yufuin_ko,由布院行,中谷宇吉郎,関,1
yufuin_ko,由布院行,中谷宇吉郎,下関,1
yufuin_ko,由布院行,中谷宇吉郎,アメリカ,1
yufuin_ko,由布院行,中谷宇吉郎,鶴見,1
yufuin_ko,由布院行,中谷宇吉郎,赤倉,1
yufuin_ko,由布院行,中谷宇吉郎,日本,1
yufuin_ko,由布院行,中谷宇吉郎,信州,1
yufuin_ko,由布院行,中谷宇吉郎,蘭,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,中国,61
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,日本,51
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,漢,4
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,宋,4
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,ムツ,4
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,なかつ,3
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,明,3
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,東北,3
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,近畿,3
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,奈良,2
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,大平,2
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,朝鮮,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,後漢,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,五條,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,幸,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,一條,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,海南,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,淡海,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,壬生,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,武州,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,宇多,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,土佐,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,吉備,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,近江,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,竹生,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,信州,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,千曲,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,筑摩,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,筑紫,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,上野,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,大唐,1
heiancho_jidaino_kanbungaku,平安朝時代の漢文學,内藤湖南,呉,1
shikito_waka,子規と和歌,伊藤左千夫,与謝野,4
shikito_waka,子規と和歌,伊藤左千夫,尾上,1
jimonjito,自問自答,――所謂「新感覚派」の為めに――,大分,1
kanimanji,蟹満寺縁起,岡本綺堂,山城,2
kanimanji,蟹満寺縁起,岡本綺堂,久世,1
kanimanji,蟹満寺縁起,岡本綺堂,大樹,1
kanimanji,蟹満寺縁起,岡本綺堂,神戸,1
ohashi,大橋須磨子,長谷川時雨,京都,4
ohashi,大橋須磨子,長谷川時雨,大島,2
ohashi,大橋須磨子,長谷川時雨,中国,2
ohashi,大橋須磨子,長谷川時雨,威海衛,1
ohashi,大橋須磨子,長谷川時雨,吉原,1
ohashi,大橋須磨子,長谷川時雨,品川,1
ohashi,大橋須磨子,長谷川時雨,番町,1
ohashi,大橋須磨子,長谷川時雨,芝,1
ohashi,大橋須磨子,長谷川時雨,日本,1
ohashi,大橋須磨子,長谷川時雨,祇園,1
ohashi,大橋須磨子,長谷川時雨,越後,1
ohashi,大橋須磨子,長谷川時雨,柳原,1
ohashi,大橋須磨子,長谷川時雨,上州,1
ohashi,大橋須磨子,長谷川時雨,東京,1
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,ロシア,7
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,日本,4
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,インド,3
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,中国,1
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,獨逸,1
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,横濱,1
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,千駄木,1
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,須田町,1
hasegawa_tatsunosuke,長谷川辰之助,森林太郎,本郷,1
amadasuki,たま※,一葉女史,青柳,2
amadasuki,たま※,一葉女史,谷中,2
amadasuki,たま※,一葉女史,花園,2
amadasuki,たま※,一葉女史,甲斐,2
amadasuki,たま※,一葉女史,忠節,2
amadasuki,たま※,一葉女史,東京,1
amadasuki,たま※,一葉女史,右京,1
amadasuki,たま※,一葉女史,上野,1
amadasuki,たま※,一葉女史,松野,1
amadasuki,たま※,一葉女史,玉川,1
amadasuki,たま※,一葉女史,中国,1
amadasuki,たま※,一葉女史,モシ,1
amadasuki,たま※,一葉女史,富士,1
amadasuki,たま※,一葉女史,駿河,1
amadasuki,たま※,一葉女史,伊香保,1
amadasuki,たま※,一葉女史,磯部,1
amadasuki,たま※,一葉女史,天王寺,1
amadasuki,たま※,一葉女史,浦山,1
dokudan_sanpukutsui,独断三幅対,岸田國士,日本,5
dokudan_sanpukutsui,独断三幅対,岸田國士,三河,3
mushanokoji_renard,武者小路氏のルナアル観,岸田國士,日本,5
gen'eino_toshi,幻影の都市,室生犀星,日本,6
gen'eino_toshi,幻影の都市,室生犀星,吉原,3
gen'eino_toshi,幻影の都市,室生犀星,町裏,2
gen'eino_toshi,幻影の都市,室生犀星,東京,2
gen'eino_toshi,幻影の都市,室生犀星,大阪,2
gen'eino_toshi,幻影の都市,室生犀星,京都,2
gen'eino_toshi,幻影の都市,室生犀星,多摩,1
gen'eino_toshi,幻影の都市,室生犀星,池の上,1
gen'eino_toshi,幻影の都市,室生犀星,早稲田,1
gen'eino_toshi,幻影の都市,室生犀星,横浜,1
gen'eino_toshi,幻影の都市,室生犀星,関西,1
gen'eino_toshi,幻影の都市,室生犀星,さつま,1
gen'eino_toshi,幻影の都市,室生犀星,北海道,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,島原,47
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,壬生,28
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,京都,21
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,東京,19
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,関東,19
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,水戸,12
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,木津,12
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,大菩薩,11
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,小野,10
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,薩州,8
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,日本,6
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,大阪,5
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,田原本,5
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,会津,4
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,笠,4
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,祇園,4
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,初瀬,4
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,長谷,4
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,丹波,3
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,青梅,3
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,百里,3
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,八木,3
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,大津,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,吾妻,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,備前,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,薩摩,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,千葉,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,相州,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,四条,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,七条,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,柳橋,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,八景,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,吉原,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,肥前,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,播州,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,室津,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,武州,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,甲州,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,ホロ,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,九重,2
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,亀山,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,伊勢,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,大槌,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,東北,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,大名,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,比叡,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,逢坂,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,鹿児島,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,山科,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,中国,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,横浜,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,赤羽,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,宇治,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,二条,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,鴨川,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,華頂,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,如意ヶ岳,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,八坂,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,大谷,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,南部,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,天保,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,パナマ,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,大庄,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,加茂,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,土佐,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,三方,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,柳町,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,天草,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,肥後,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,東海道,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,大磯,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,黄瀬,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,長門,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,赤間ヶ関,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,千本,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,太平,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,綾小路,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,若狭,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,八王子,1
03mibuto_shimabara,大菩薩峠,壬生と島原の巻,常州,1
